reviewId,content,score,gender,location,date,Unnamed: 6,Unnamed: 7,tokens,text_final,label
52463950-7112-4350-8363-ce729c2802ef,"Meet a lot of girls on here and find it very easy and intuitive to use. I love how it actually shows you people who liked you so you can match with them most apps don't do that. Probably the best dating app out there. You absolutely do not need to pay anything to use it and see results I've met two girls on here that I hooked up with both of them in just two months and several other first dates, which didn't really go anywhere big but it's how it be. It's a numbers game really.",4.0,male,"Mexico City, Mexico",2022-04-23,,,"['meet', 'girl', 'find', 'easy', 'intuitive', 'show', 'people', 'like', 'match', 'app', 'not_need', 'pay', 'result', 'meet', 'girl', 'hook', 'month', 'date', 'big', 'number', 'game']",meet girl find easy intuitive show people like match app not_need pay result meet girl hook month date big number game,positive
74f1745e-10e1-40cc-acdf-84294689e0f1,Partner gefunden. Erfolgreich deinstalliert!,4.0,female,"Chicago, United States",2022-07-29,,,"['partner', 'gefunden', 'erfolgreich', 'deinstalliert']",partner gefunden erfolgreich deinstalliert,positive
9e27edb5-fb55-4e6a-b218-91ee6dba503b,it's a good dating app however I notice sometimes that audio/video prompts dont always work. it could be my phone but idk it's nothing crazy,4.0,female,"Buenos Aires, Argentina",2022-11-24,,,"['notice', 'audio', 'video_prompt', 'work', 'phone', 'crazy']",notice audio video_prompt work phone crazy,positive
6364004f-ff06-4a8c-8cc6-137c93f69079,it is pretty good. Better than other apps.,4.0,female,"Sydney, Australia",2023-09-11,,,"['well', 'app']",well app,positive
9790e323-b20f-4110-87dd-29720229be98,at least features are better than other apps pricing is wrong but overall app is good,4.0,female,"Auckland, New Zealand",2023-07-13,,,"['feature', 'well', 'app', 'pricing', 'wrong', 'overall']",feature well app pricing wrong overall,positive
427bb8ec-b595-4825-ae71-e0a7e1c5d36a,👍,4.0,male,"Berlin, Germany",2020-06-01,,,['thumb'],thumb,positive
966723d2-0710-4511-a2c9-f062bf92862c,Pretty good experience. Less fake profiles than other dating apps.,4.0,male,"Munich, Germany",2020-04-16,,,"['experience', 'fake_profile', 'app']",experience fake_profile app,positive
14a6c167-4ccd-4a6c-94b0-19cce6ee720c,Allowing for replies to specific quotes or pictures really streamlines the conversation with profiles and matches,4.0,male,"Chicago, United States",2022-05-12,,,"['allow', 'reply', 'specific', 'quote', 'picture', 'streamline', 'conversation', 'profile', 'match']",allow reply specific quote picture streamline conversation profile match,positive
87610fa5-3a40-43c1-86ad-88c1ba83834f,probably one of the better dating apps.,4.0,female,"Christchurch, New Zealand",2023-07-20,,,"['well', 'app']",well app,positive
2e2a59ce-3c09-4e79-81fc-c3cd48643c41,"All the dating apps have similar drawbacks, but I honestly find the prompts lead users to connect with one another . Way to go, Hinge, for finding a purposeful new take on online dating!",4.0,female,"Christchurch, New Zealand",2023-05-01,,,"['app', 'similar', 'drawback', 'find', 'prompt', 'lead', 'user', 'connect', 'find', 'purposeful', 'new', 'online']",app similar drawback find prompt lead user connect find purposeful new online,positive
37b72edb-181b-4aba-800a-edbf900e6760,this is the first dating app I never-used! I'm using the free version and I like it so far!,4.0,male,"Nairobi, Kenya",2021-06-11,,,['free_version'],free_version,positive
a4093e5c-ae25-4614-8c6a-95a1bbd328b2,The app can be alot better if you can make sure it mandatory for all accounts to be verified. Too many fake profiles.,4.0,male,"Brussels, Belgium",2019-11-29,,,"['alot', 'well', 'sure', 'mandatory', 'account', 'verify', 'fake_profile']",alot well sure mandatory account verify fake_profile,positive
9d1f72f6-27cf-4f47-91ad-565dcf39bd08,"It seems an ok app for dating. A female who found a boyfriend in a long term relation last year recommend it to me. So I gave it a shot. the app is missing a profile bio, so I hope the developer include this in the app design. But to be honest most people seldom read any profile these days. For this reason I included a short video to introduce myself. most of the matches are irrelevant for me though. The free version offers very few matches daily though.",4.0,male,"Philadelphia, United States",2022-04-30,,,"['ok', 'female', 'find', 'boyfriend', 'long_term', 'relation', 'year', 'recommend', 'give_shot', 'miss', 'profile', 'bio', 'hope', 'developer', 'include', 'design', 'honest', 'people', 'read', 'profile', 'day', 'reason', 'include', 'short', 'video', 'introduce', 'match', 'irrelevant', 'free_version', 'offer', 'match']",ok female find boyfriend long_term relation year recommend give_shot miss profile bio hope developer include design honest people read profile day reason include short video introduce match irrelevant free_version offer match,positive
2a5bb023-62a5-48a7-8826-8347db1e5b4b,"it's a good dating app, but some minor bugs and odd features somewhat annoy me. For some reason the chat box for regular people doesn't expand when typing, and the character limit for Rose matches kind of sucks.",4.0,female,"Christchurch, New Zealand",2023-05-02,,,"['minor', 'bug', 'odd', 'feature', 'annoy', 'reason', 'chat', 'box', 'regular', 'people', 'not_expand', 'type', 'character', 'limit', 'rose', 'match', 'suck']",minor bug odd feature annoy reason chat box regular people not_expand type character limit rose match suck,positive
2635eff5-d791-478e-a7be-cd7efa09c0f8,"Some problems with playing voice messages. Sometimes they don't play, sometimes they do - but keep repeating!",4.0,male,"Johannesburg, South Africa",2021-05-26,,,"['problem', 'play', 'voice', 'message', 'not_play', 'repeat']",problem play voice message not_play repeat,positive
e07ac403-c584-4a10-8852-0c7aed03a17f,I don't have much to say other it does as described: pretty good. I just have an issue when enterring my birthday the confirmation page always sets it one day earlier 🙃 very strange to say the least,4.0,male,"Shanghai, China",2021-01-03,,,"['describe', 'issue', 'enterre', 'birthday', 'confirmation', 'page', 'set', 'day', 'face', 'strange']",describe issue enterre birthday confirmation page set day face strange,positive
788a3719-ce49-4f96-bfa2-b9b9ab95cf97,I'm simply giving this app 4 stars because none of the women I liked have matched with me yet,4.0,male,"Dublin, Ireland",2019-11-25,,,"['give', 'star', 'woman', 'like', 'match']",give star woman like match,positive
8e170e27-d1bb-4b01-a4da-c5fbb3684f30,"I do love Hinge but the constant ghosting is annoying. And if they’re not ghosting they’re pretending to be here for something other than their real intentions. If you just want to hook up just say it! But the app itself is cute, maybe would be nice more free features but I will definitely continue using it",4.0,male,"Rome, Italy",2020-04-13,,,"['constant', 'ghosting', 'annoying', 'not_ghost', 'pretend', 'real', 'intention', 'want', 'hook', 'cute', 'free', 'feature', 'continue']",constant ghosting annoying not_ghost pretend real intention want hook cute free feature continue,positive
352ca09c-29eb-4fb9-9c7b-87b057c1ec52,"decent app, bit shady with the swipes",4.0,female,"Fortaleza, Brazil",2022-12-29,,,"['decent', 'shady', 'swipe']",decent shady swipe,positive
7fd7472e-61ea-4a34-ac5c-c09ee9cd1cf2,whoa real people.,4.0,male,"Windhoek, Namibia",2021-01-27,,,"['real', 'people']",real people,positive
5fe67659-175d-46e8-a776-7bdef0a6b02c,Honestly overall really good i would still recommend despite the few bugs and limitations Good overall settings you can see people who have liked you and like them back which is rare to find But on occasion hinge themself will decide when you cant chat to a match of yours anymore Ive had 3 people ghost me at the same time same day same hour while i was talking to them Thats not a coincidence So if you add them elsewhere asap then this app is honestly great,4.0,female,"Arequipa, Peru",2022-08-29,,,"['overall', 'recommend', 'bug', 'limitation', 'overall', 'setting', 'people', 'like', 'rare', 'find', 'occasion', 'themself', 'decide', 'not_chat', 'match', 've', 'people', 'ghost', 'time', 'day', 'hour', 'talk', 'coincidence', 'add', 'asap']",overall recommend bug limitation overall setting people like rare find occasion themself decide not_chat match ve people ghost time day hour talk coincidence add asap,positive
fc034456-40a7-41ca-b948-2a6ba94672a0,Probably the best dating app. Less people on it than Tinder and Bumble but the quality of the matches is better,4.0,male,"Dakar, Senegal",2021-01-12,,,"['people', 'quality', 'match', 'well']",people quality match well,positive
d66bb939-bd04-4f83-a19e-1efe346454b6,"The quality of people here are much finer than It's competitors, however this app is designed to make you spend more!",4.0,male,"Bangalore, India",2020-09-09,,,"['quality', 'people', 'fine', 'competitor', 'design', 'spend']",quality people fine competitor design spend,positive
710ac914-0a60-4bc7-b923-29f5d6d6c13a,"The update requiring only 4 pictures from some people is bad; four pictures is rarely adequate, as you need most of those to showcase yourself from different angles/doing different activities. Six pictures allows for two more pics showing the person with friends/family. Only four photos limits how much you can show about who you are.",4.0,female,"Buenos Aires, Argentina",2023-01-29,,,"['update', 'require', 'picture', 'people', 'picture', 'adequate', 'need', 'showcase', 'different', 'angle', 'different', 'activity', 'picture', 'allow', 'pic', 'show', 'person', 'friend', 'family', 'photo', 'limit']",update require picture people picture adequate need showcase different angle different activity picture allow pic show person friend family photo limit,positive
58d6f2c1-6ff1-48dd-b487-a9ac8fb45e33,"As a guy, you really need to have nice, quality, and proper pictures in order to get liked by the ladies.",4.0,female,"Wellington, New Zealand",2023-03-28,,,"['guy', 'need', 'quality', 'proper', 'picture', 'order', 'like', 'lady']",guy need quality proper picture order like lady,positive
0c8bff09-390e-49f3-90ef-6d1345740011,Showing people far from home is my only complaint.,4.0,female,"Suva, Fiji",2023-08-25,,,"['show', 'people', 'home', 'complaint']",show people home complaint,positive
dca85ffb-8bf1-4ead-8663-ed6b7b0c6237,"Hinge is the best dating app I've used but the only problem is the newest update changed a lot and the old version was better. And also your ""most compatible"" doesn't really change and I don't agree with the people it says it's ""most compatible"" with. However other than that it's a really good. Mostly free. Dating app.",4.0,male,"Vancouver, Canada",2021-09-06,,,"['problem', 'new_update', 'change', 'old', 'version', 'well', 'compatible', 'change', 'not_agree', 'people', 'say', 'compatible', 'free']",problem new_update change old version well compatible change not_agree people say compatible free,positive
0b30bc5e-bc7e-4e90-819e-0468a4eafd30,"The pay wall for more conversation is a bit much, but that's capitalism for you 🤷🏿‍♂️",4.0,male,"Vancouver, Canada",2021-12-02,,,"['pay_wall', 'conversation', 'bit', 'capitalism', 'man_shrug', 'dark_skin', 'tone']",pay_wall conversation bit capitalism man_shrug dark_skin tone,positive
b01fd1cd-8c6a-4218-a683-7d6d3ed6b218,limited likes is very low,4.0,male,"Addis Ababa, Ethiopia",2021-01-15,,,"['limited_like', 'low']",limited_like low,positive
3fe26890-e549-4dd0-b993-46606652caa2,The only problem techincally that I see is you cant make poll prompts because it is stuck thinking there arent typed 3 optiones,4.0,male,"San Antonio, United States",2021-12-04,,,"['problem', 'not_make', 'poll', 'prompt', 'stuck', 'think', 'not_type', 'optione']",problem not_make poll prompt stuck think not_type optione,positive
a08cd10f-26ea-4589-adee-8648e630996e,"It's functional, has real people, doesn't require money for everything.",4.0,female,"Brisbane, Australia",2023-04-20,,,"['functional', 'real', 'people', 'not_require', 'money']",functional real people not_require money,positive
512bcdc2-e1c6-4b98-a782-1f965aa3a96d,it's good..allows you to establish communication without asking you to buy subscription.,4.0,male,"Phoenix, United States",2022-04-01,,,"['allow', 'establish', 'communication', 'ask', 'buy_subscription']",allow establish communication ask buy_subscription,positive
ceb39d95-f087-4ef6-8640-991ecd483b23,"Honestly one of the best dating apps I've used, but the subscription is outrageously expensive, especially if you want to boost your profile. If you don't mind spending some money, I'd give this a shot.",4.0,female,"Wellington, New Zealand",2023-05-01,,,"['good', 'app', 'subscription', 'expensive', 'want', 'boost', 'profile', 'not_mind', 'spend_money', 'shot']",good app subscription expensive want boost profile not_mind spend_money shot,positive
b786a118-e9f6-4400-b97f-92b13167b318,The only thing is I've never heard a reply from any of the ladies I commented on. Also would like to see them 10 years younger!,4.0,female,"Sydney, Australia",2023-07-31,,,"['not_hear', 'reply', 'lady', 'comment', 'year', 'young']",not_hear reply lady comment year young,positive
